type;title;director;country;co_production;date_added;release_year;duration;description
Movie;Only the Dead;Bill Guttentag, Michael Ware;Australia, Iraq;Y;15/11/2018;2015;76;Given unprecedented access to soldiers and terrorists alike, journalist Michael Ware presents an epic, uncensored, intimate account of the Iraq War.
Movie;Open Season;Roger Allers, Jill Culton;United States;N;01/09/2019;2006;86;After saving a deer from a hunter's clutches, a domesticated grizzly finds himself relocated to the wild – and unprepared for the real world.
Movie;Operation Chromite;John H. Lee;South Korea;N;15/01/2018;2016;111;To pave the way for a major amphibious invasion, a team of South Korean spies goes behind enemy lines to steal a map of North Korean coastal defenses.
TV Show;Operation Gold Rush;;United Kingdom;N;01/02/2019;2016;1;A team of modern-day adventurers follows the footsteps of the money-hungry explorers who trekked the Klondike in search of Canadian gold.
Movie;Operation Mekong;Dante Lam;China, Hong Kong;Y;05/08/2017;2016;124;In a dangerous area of the Mekong River, a drug raid ending in 13 deaths arouses the suspicions of a narcotics officer who sets out to find the truth.
TV Show;Operation Ouch!;;United Kingdom;N;01/08/2020;2012;1;Drs. Chris and Xand van Tulleken take an entertaining approach to educate children about medicine and biology through experiments and hospital visits.
TV Show;Operation Proposal;;South Korea;N;01/07/2016;2012;1;On Yi-seul's wedding day, her friend Baek-ho wishes he could turn back time to tell her he loves her. Soon he gets a chance to change everything.
Movie;Operation Red Sea;Dante Lam;China, Morocco, Hong Kong;Y;27/11/2018;2018;139;A special task force takes on a risky operation to evacuate civilians amid civil war. Based on the 2015 mission to rescue Chinese citizens in Yemen.
Movie;Operator;Logan Kibens;United States;N;16/02/2017;2016;91;When a programmer uses his wife's sympathetic voice for his company's customer service app, he starts to rely more on her idealized self than her.
Movie;Opium and the Kung Fu Master;Chia Tang;Hong Kong;N;16/08/2018;1984;86;Leader of the Ten Kwangtung Tigers, Tieh Chiao-san works with his kung fu students to protect his village from crime. But when an opium dealer starts to ruin the town, Tieh Chiao-san struggles to fight back, thanks to his growing opium addiction.
TV Show;Origins Collection;Peter McDonnell;United States;N;20/07/2018;2018;3;This documentary series explores the stories behind history's most fascinating innovations, including games, technology, sports, medicine and more.
Movie;Oru Vishsheshapetta Biryani Kissa;Kiran Narayanan;India;N;01/08/2018;2017;122;When the village's biryani cook unexpectedly passes, a widow steps up to the plate and takes on new delectable challenges.
Movie;OtherLife;Ben C. Lucas;Australia, United Arab Emirates;Y;15/10/2017;2017;96;After inventing a drug that induces time-compressed virtual realities, young Ren grapples with partner Sam over how to use their powerful creation.
Movie;Ottaal;Jayaraj Rajasekharan Nair;India;N;15/03/2017;2014;88;Young orphan Kuttappayi goes to live with his grandfather in the country, but his new life takes a hard turn when his grandfather's health fails.
Movie;Our Godfather;Mark Franchetti, Andrew Meier;United Kingdom;N;10/09/2019;2019;93;In 1986, Tommaso Buscetta became the first top-level Mafia boss ever to testify against the mob. It cost him and his family everything.
Movie;Our House;Anthony Scott Burns;Canada, United States, Germany;Y;01/06/2020;2018;90;A young man invents a device he hopes will generate wireless energy, but instead, it proves to spark sinister, supernatural activity in his home.
Movie;Our Shining Days;;China;N;01/07/2018;2017;103;In a battle of the bands, a percussions student and her musical kindred spirits set out to prove the merits of Chinese folk against the Western canon.
Movie;Outlawed;Adam Collins, Luke Radford;United Kingdom;N;15/02/2019;2018;102;After a failed mission, an ex-Royal Marines Commando tries to overcome his demons while investigating the death of his ex-girlfriend's father.
Movie;P;Paul Spurrier;United Kingdom, Thailand;Y;31/05/2019;2006;105;An orphan girl taught magic by her sick grandma must find work in seedy Bangkok, where unsavory characters run afoul of her increasingly dark powers.
Movie;P Se PM Tak;Kundan Shah;India;N;01/08/2018;2015;117;A prostitute who is down on her luck gets caught in the middle of an elaborate scheme orchestrated by two local politicians.
TV Show;P. King Duckling;;United States;N;07/11/2017;2016;1;P. King, the daring but hapless duck, teams up with best buddies Wombat and Chumpkins to find wacky and wild ways to solve their problems.
Movie;P.S. I Love You;Richard LaGravenese;United States;N;01/04/2019;2007;126;When she loses her beloved husband to a brain tumor, grieving widow Holly Kennedy learns that he left a series of letters behind to help her cope.
Movie;Paathi;Chandran Narikode;India;N;01/07/2018;2017;89;A face painter for Theyyam rituals who is himself disfigured conceals his guilt over the fact that he performs abortions as a medical practitioner.
Movie;Pablo Escobar: Angel or Demon?;Jorge Granier;Venezuela, Colombia;Y;23/03/2018;2007;82;This documentary traces the steps of druglord Pablo Escobar with vivid eyewitness accounts that reconstruct his bloody reign in Colombia.
TV Show;Pacific Heat;;Australia;N;02/12/2016;2016;1;In this animated satire, a covert squad of operatives short on smarts but long on confidence tackles crime on the glitzy Gold Coast of Australia.
Movie;Pahuyut Fighting Beat;Piti Jaturaphat;Thailand;N;26/07/2018;2007;82;When profit-seekers threaten to take over a bar in a tourist town, local martial artists put their skills to the test and fight back.
Movie;Paid in Full;Charles Stone III;United States;N;01/11/2019;2002;98;This fictionalized account of three real-life notorious Harlem drug dealers is told in flashbacks as they plunge into the world of hustling.
Movie;Paint It Black;Amber Tamblyn;United States;N;01/02/2018;2016;96;In the wake of a young artist’s suicide, his pianist mother and his despairing girlfriend square off in a living nightmare beset by guilt and blame.
Movie;Painted Faces;Alex Law;Hong Kong;N;16/08/2018;1988;108;In this dramatized rendition, students undergo rigorous study at Master Yu's Peking Opera school, a cradle for future Hong Kong film stars.
TV Show;Pajanimals;;United States;N;31/03/2020;2011;1;From the comfort of their bedroom, the Pajanimals puppets explore a larger world through imaginary adventures, accompanied by friendships and songs.
Movie;Palio;Cosima Spender;United Kingdom;N;30/06/2016;2015;91;In this documentary, a centuries-old horse race in the city of Siena, Italy, is the forum for a showdown between a young jockey and his former mentor.
Movie;Palm Trees in the Snow;Fernando González Molina;Spain;N;01/05/2016;2015;163;Finding a tantalizing clue in an old letter, a young woman journeys to her family's tropical plantation to uncover generations of secrets.
Movie;Panic Room;David Fincher;United States;N;01/08/2019;2002;112;A woman and her daughter are caught in a game of cat-and-mouse with burglars in their New York City home and are forced to retreat inside a vault.
Movie;Papa the Great;Bhagyaraj;India;N;08/12/2017;2000;137;After witnessing a murder, a meek family man must summon his courage when he finds himself on the wrong side of a notorious gangster.
Movie;Paper Year;Rebecca Addelman;Canada;N;20/04/2019;2018;89;A young newlywed tries to keep her relationship afloat after developing feelings for her older, TV writer boss.
Movie;Paranormal Activity;Oren Peli;United States;N;01/01/2020;2007;86;When Katie and Micah fear their home may be haunted by a demonic presence, Micah sets up a video camera to document all the action.
TV Show;Paranormal Survivor;;Canada;N;04/08/2017;2016;2;In interviews and reenactments, ordinary people relive their terrifying encounters with unwelcome guests from beyond the world of the living.
Movie;Pardes;Subhash Ghai;India;N;01/03/2018;1997;187;Prompted by loyalty, Arjun plays matchmaker between his philandering foster brother and a conservative girl but winds up falling in love himself.
Movie;Pareeth Pandaari;Gafoor Y. Elliyaas;India;N;01/07/2018;2017;109;As the parents of three unmarried daughters, a humble cook and his wife contend with the challenges of matchmaking and social expectations.
Movie;Paris Is Burning;Jennie Livingston;United States;N;01/02/2017;1990;77;This Sundance prize-winning documentary is an intimate portrait of 1980s Harlem drag balls: a world of fierce competition, sustenance, and survival.
TV Show;Parks and Recreation;;United States;N;13/01/2016;2015;7;In this Emmy-nominated comedy, an employee with a rural Parks and Recreation department is full of energy and ideas but bogged down by bureaucracy.
TV Show;Pasión de Gavilanes;;Colombia, United States;Y;04/05/2017;2003;1;Three brothers seek to avenge the tragic death of a loved one, but become emotionally entangled with the daughters of those they hold responsible.
Movie;Passenger 57;Kevin Hooks;United States;N;01/01/2021;1992;84;Air marshal John Cutter must stop notorious terrorist Charles Rane from killing hostages on board a flight that should have delivered Rane to jail.
Movie;Patiala House;Nikhil Advani;India;N;22/10/2017;2011;140;A talented young Indian cricket player must defy his father's wishes to play for the side of England, a rebellion his siblings quietly cheer.
Movie;Patient Seventeen;Jeremy Kenyon Lockyer Corbell;United States;N;29/01/2018;2017;68;A surgeon claims to remove high tech microchips that aliens used to manipulate the human race. This documentary seeks to separate fact from fiction.
Movie;Patriot Games;Phillip Noyce;United States;N;01/01/2020;1992;117;CIA desk jockey Jack Ryan plunges into the heart of international terrorism after spoiling an assassination attempt on a British royal family member.
Movie;Patron Mutlu Son Istiyor;K?vanç Baruönü;Turkey;N;10/03/2017;2014;105;Sent to a remote village to write a screenplay, Sinan finds inspiration to spare in colorful locals, farcical misadventures and the craziness of love.
Movie;Paul Blart: Mall Cop;Steve Carr;United States;N;01/11/2020;2009;91;An overzealous security guard finds himself in over his head when he tries to thwart a criminal mastermind's plot to rob an entire shopping mall.
Movie;Paulettante Veedu;Dileep Narayanan;India;N;01/07/2018;2016;104;A wealthy businessman's miserly habits cause no small amount of stress and embarrassment to his family, particularly his daughter.
TV Show;Pawn Stars;;United States;N;15/09/2019;2010;1;Father Richard Harrison, son Rick and grandson Corey appraise an array of strange objects brought into their Gold & Silver Pawn Shop in Las Vegas.
Movie;Paying Guests;Paritosh Painter;India;N;01/07/2018;2009;114;Desperate for a place to live, twentysomething bachelors Parikshit, Jayesh, Parag and Bhavesh finally locate a house to rent, only to learn that the landlords will consider married applicants only.
Movie;Pee Mak;Banjong Pisanthanakun;Thailand;N;01/09/2018;2013;112;Mak's friends just want to protect him, but his wife Nak won't let a small thing like her own death get in the way of true love in this horror-comedy.
TV Show;Pee-wee's Playhouse;;United States;N;18/12/2014;1990;5;Pee-wee Herman brings his stage show to the masses with this innovative live-action kids series that invites viewers into his quirky, childlike world.
Movie;Pee-wee's Playhouse: Christmas Special;Paul Reubens, Wayne Orr;United States;N;18/12/2014;1988;48;Amid an avalanche of stars, Pee-wee straps on his ice skates and glides into the holiday season with Christmas cards, carols ... and Charo.
